id,qid1,qid2,sentence1,sentence2,is_duplicate
1915,3811,3812,Three sheep graze on the grassy field with a dog walking behind them.,a small group of goats in the grass with a black andwhite dog in the background.,0
1916,3813,3814,a cyclist is making his bike jump between two rocks.,A man jumps his bicycle in the air between two rocks.,0
1917,3815,3816,A young girl with a pink hat on with a yellow building in the background.,"A young girl in a pink dress with something in herhand.""",0
1918,3817,3818,A girl in a pink dress rides her bike along a white picket fence.,"A girl in a red dress rides her bike in front of a whitefence.""",1
1919,3819,3820,A brown furry animal stands behind some plants.,A dog pants while standing in the woods.,0
1920,3821,3822,A child in a red shirt is using a black wake board to splash over a beach wave.,"A man in a rowboat is rowing across bluewater.""",0
1921,3823,3824,The tan and white dog is running in the field.,The brown and white dogs run through the field.,0
1922,3825,3826,Two teenage girls,Two teenage girls,1
1923,3827,3828,"Two birds interacting in the grass	Two dogs play with each other outdoors.","Two birds interacting in the grass	Two dogs play with each other outdoor.",1
1924,3829,3830,Two hikers stand at the top of a snowy mountain.,Two mountain climbers stand on the top of a mountain looking around.,0
1925,3831,3832,Two children in a field of red flowers.,Two kids are playing in a field of red flowers.,1
1926,3833,3834,A young men jumps off rocks into a lake.,A young man in red swimming trunks jumped off a large rock into the water.,0
1927,3835,3836,A small black dog is in the grass.,A black dog is running in the grass.,0
1928,3837,3838,A lady dressed in a kimono is looking at the camera.,Two girls dressed in black are sitting in a room making suggestive poses at the camera.,0
1929,3839,3840,A group of people are firing up a hot air balloon.,A large group of people riding brown and white horses.,0
1930,3841,3842,Children play fight with swords.,A child and parent pet a horse.,0
1931,3843,3844,A man is wind sailing in the ocean.,A dog is running through the ocean.,0
1932,3845,3846,"Three dogs racing on a dirt track	Cars racing on a dirt track","Three dogs racing on a dirt track	Cars racing on a dirt track",1
1933,3847,3848,Two people holding hands and walking in a field.,Two men walking past a mural of a car.,0
1934,3849,3850,"A brown dog chases a Frisbee	A brown dog squating on grass.","A brown dog chases a Frisbee	A brown dog squating on grass.",1
1935,3851,3852,Woman in red overalls standing on the sidewalk.,A woman in red overalls stands on sidewalk.,1
1936,3853,3854,A dog is running through a backyard full of leaves.,Three dogs run through a field.,0
1937,3855,3856,"two puppies playing around in the grass	Two puppies play in the grass","two puppies playing around in the grass	Two puppies play in the grass",1
1938,3857,3858,Two black and white dogs are playing together outside.,Two children and a black dog are playing out in the snow.,1
1939,3859,3860,Three dogs running through water.,A black dog running through water.,0
1940,3861,3862,"A woman sits alone against a brick wall	A woman is walking with a red bag.","A woman sits alone against a brick wall	A woman is walking with a red ba.",1
1941,3863,3864,A brown dog carrying a stick in its mouth.,A dog swimming with a stick in its mouth.,0
1942,3865,3866,A young woman leans over her plate at a meal.,A young woman,1
1943,3867,3868,A person climbs up a snowy hill while their dog follows.,A person climbs a snowy hill while a black dog follows.,1
1944,3869,3870,A brown dog sits on the beach.,A dog running on the beach,1
1945,3871,3872,Scuba diver submerged in water.,The scuba diver is underwater.,1
1946,3873,3874,The man is riding a bike down a dirt hill.,A trick bicyclist grinds down a handrail.,0
1947,117,3875,A large gray dog is playing in the deep snow.,Four dogs playing in the snow.,0
1948,3876,3877,A man riding his bike on the beach by the ocean.,A man walking his cow down the side of the road.,0
1949,3878,3879,A dog in in a car.,A dog is biting a mop.,0
1950,3880,3881,A dog with floppy ears walking towards the camera in the woods.,A child in front of his own reflection turning towards thecamera and smiling.,0
1951,3882,3883,A brown dog is splashing water everywhere by shaking the water off of itself.,"A white dog is standing by a river shakinghimself dry.""",0
1952,3884,3885,A black and white dog is running on the beach.,The black and brown dog is running through the snow.,0
1953,3886,3887,Many middle eastern people are sitting in the back of a blue truck.,A group of people are riding in the back of a truck.,1
1954,3888,3889,Person with two ski poles skiing down a snowy hill.,A person skiing down a snowy hill.,1
1955,3890,3891,A woman is eating fish at a restaurant.,A woman eating a large fish in a restaurant.,1
1956,3892,3893,A child and two dogs play in the water.,A child in red and blue floaties looking down at the water.,0
1957,3894,3895,A skateboarder doing a trick on a stone wall.,A skateboarder riding up to a slope.,1
1958,3896,3897,People are standing on an escalator moving up.,People ride up an escalator.,1
1959,3898,3899,A lady is running her dog through an agility course.,Trainer runs her dog through training course with green pipe,0
1960,3900,3901,The white and brown dog is shaking its ears.,The brown dog is running across the sand.,1
1961,3902,3903,Some children are raising their hands and clapping.,Three children are playing soccer in the sand.,0
1962,3904,3905,A man blowing a large bubble.,A man walking a large black horse.,0
1963,3906,3907,Two people sit on a dock near the water.,Two people sit on the end of a dock in the middle of still water.,1
1964,3908,3909,Hockey goal-keeper laying on the ice in front of net.,A hockey player is laying on the ice in front of the goal.,0
1965,3910,3911,A skier wearing blue snow pants is flying through the air near a jump.,"A skier stands on his hands in the snow in front of amovie camera.""",0
1966,3912,3913,The brown dog is running along a grassy pathway.,A brown dog is running along a grassy stretch divided by strings.,0
1967,3914,3915,The girl is wearing a blue striped shirt and Rollerblades.,a man wearing a black and white shirt jumping on a dogs back,0
1968,3916,3917,A tattooed man in black playing a white guitar and singing.,A woman in a black and white coat and earmuffs.,0
1969,3918,3919,A dog running along the beach.,Boy and girl running along the beach.,0
1970,3920,3921,A young man and woman sitting on a bench outside are kissing.,The man and woman sitting on a bench are kissing.,1
1971,3922,3923,A brown dog is jumping up to catch a green strap in it's mouth.,A grey dog jumps to bite a green leash.,0
1972,3924,3925,A black dog is running in the grass.,A black and a brown dog running in the grass.,0
1973,3926,3927,A woman is sitting on a sidewalk with a cell phone at her ear.,A woman is riding her bicycle.,0
1974,3928,3929,Three dogs play in a grassy field.,Some kids play in a field.,0
1975,3930,3931,A young boy plays in a red ball pit.,A laughing boy lies on a pit of blue balls.,0
1976,3932,3933,A surfer on a wave.,A surfer is riding a wave.,1
1977,3934,3935,The skateboarder gets to the top of the ramp.,The skateboarder rides the pipe wall at a skater park.,0
1978,3936,3937,Two men in a running contest.,Dogs in a race.,0
1979,3938,3939,Two kids are walking on a path in the woods.,Two children walking down a path in the woods.,1
1980,3940,3941,a brown and white dog is running on the grass.,The tan and black dog is running across the grass.,0
1981,3942,3943,Two dogs run side-by-side on the grass.,Two dogs running on grass.,1
1982,3944,3945,Two dogs are peeing at a red fire hydrant.,Two dogs are urinating on the red fire hydrant.,1
1983,3946,3074,A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched.,"A brown dog splashes in the waterwhile carrying a ball in it's mouth.""",0
1984,3947,3948,Two people are walking through some water.,Two girls are walking by a tree in front of a brick building.,0
1985,3949,3950,A dog splashing in the water.,A dog splashes in the murky water.,1
1986,3951,3952,A group of people are walking down the sidewalk of a big city.,A group of people are riding in the back of a truck.,0
1987,3953,3954,The dog is in the air above the grass.,The dog is laying on a bed with a blue sheet.,0
1988,3955,3956,A black dog is running through some water.,A man in a football uniform is running with a football during a game.,0
1989,3957,3958,Girl stands in subway waiting on something.,A girl stands in a dimly lit area.,1
1990,3959,3960,The man is sitting with a little girl in the park.,The man is playing with the shaggy little dog.,0
1991,3961,3962,"A large tan dog is running with a green item in its mouth	The tan dog is carrying a green squeak toy in its mouth.",A classroom of students watching a presentation.,0
1992,3963,3964,A group of people in boats racing towards the shore.,"A biker is riding along a track element located with a woodedarea.""",0
1993,3965,3966,A person is riding a skateboard in the air above a ramp.,A brown dog runs on the sand,0
1994,3967,3968,A boy skateboards down the metal handrail at night.,"A medium sized brown dog is running through an open white woodedarea.""",0
1995,3969,3970,A person is squeezing through an opening in the rock face.,The black and white dog swims with a brown object in its mouth.,0
